artist_name,artist_spotify_id,scraped_popularity
GUPPY,7h2unW7eZtsPqA2O46ai3Z,22
Smoking Data Guns,4crdmhCf1NC0Zah9gqZ8mo,1
Nirvanna - Tribute To Nirvana,,-1
THROWN,5eBCPtU2iPbzuMRre9BePt,57
Varials,6EFV3PmaXblKwNbvpkGv9l,44
NO CURE,3nw6phs4P8q7lncRq3uurU,37
Heavensgate,5xxpBuljNlb95kr6fcf6hj,30
Arkona,6AJ9HQ2Ptp1WWEfBFvR5fF,34
Hate,,-1
Vale of Pnath,31i0H73pagGhaNZ9YLgUYY,28
Muscadine Bloodline,0EyZDKtc41e4A3a3v69MxD,64
Chester Floyd,3xLU3A279qsAGn4mAhHn0I,8
Big Tymers,4jWGfUCFeTu5e0wprRhHXR,52
Have Mercy,2UvzehEVGcYTPKNwJSZ2kM,40
In Her Own Words,3NBHNlkwYabSLvnisILPSI,45
Emo Night Karaoke,,-1
CHYL,15HOfHbNWedCAcJ3Cm1mbc,40
it's murph,3zW0xazqnHoq9QV9zBROVC,59
AR/CO,7mGI9Sd66FqHjIkwzkgbG7,61
wes mills,0EuHfcxMPDNkOjGVF4e1KT,45
JEV,6StZbL9v3UpuaMwIoq8fyW,45
Ben Nicky,3Bd1phrOZJuCev9U0bzdtA,53
Bonnie X Clyde,74xeHqz5Ap8ZHq69TkxI0r,48
The Docksiders,2DLEkv6wDhlr3X20JFOLMl,3
Dune Rats,0KtaCKmTMIQZsxlOgyNa04,42
Playboy Manbaby,2d7BtthSWSI1vl2R99fb2b,26
boy wonder,0MK1GQ3zq1MSTssa1BsVLt,2
Genesis Z & The Black Mambas,,-1
Lankum,2zPm4XzwKuPidtfKh92H2Z,38
RSVP,,-1
Nivea,15Dh5PvHQj909E0RgAe0aN,47
duendita,4vZBqD3QXrKiE3mZ6zHr22,36
Paleface Swiss,467M2s2YxXdlL2ZpDUNL3A,59
Stick To Your Guns,2sqrupqcoipb7UzVKApEnJ,50
Nasty,,-1
Dylan Sinclair,45RZn1pAEvQYqkRnvFaIJx,44
Daft Punk Night,,-1
The Wilder Blue,5hewAzHE9nqxKYvSzqtVJD,45
Whores,1tK28YnQJ6edBujubs7FXo,36
Facet,2c1Lnw3SVS3GJ0quUv3FWv,14
CNTS,4onZqTiWzgRfH0g4nKOhls,8
Donovan Woods,4SOtk3HtPYKqxnVuxNBMti,52
Sack Lunch!,5DlDG3D6n6qTQOLfwTQgY2,9
Mynameisntjmack,7HY1ISUuRotG01FVu0PKWh,49
Weatherday,6pmR08TKSTs8rll6W99VnK,41
Combat,5ltJmbw0BHIzssTLOznjLx,27
Bedridden,60aV5uqvJL1hzJjuZrwPZn,13
Ogbert the Nerd,610dMJUjtyxC9ZrS30iZrX,27
Eivor,,-1
Sylvaine,5C9ocrDvsfSz8qcxG70QEe,33
Open Mike Eagle,5CuU6SRJjbbZL926nSGGxX,39
Greensboro Symphony Orchestra,3jYPY85p5yqHsSenn4pLQs,2
Reverend Horton Heat,,-1
Coco & Breezy,,-1
RÜFÜS DU SOL,5Pb27ujIyYb33zBqVysBkj,74
Noah Guy,0Cj5PLNNGVOsXUig1ic4s5,50
Willow Avalon,6EEkobfnenJF603WO8nUrR,52
Anna Bates,4JLqUtfyFvInfcLILCOIJx,38
Dermot Kennedy,5KNNVgR6LBIABRIomyCwKJ,69
The Swell Season,2buJppisWV2GWWBWgkK074,36
YE VAGABONDS,34Or4SetJBRvrlE8AO1qDO,43
Nell Mescal,4jRq9On9S1F6JkTebaZHqE,37
Damien Sneed,5UmmXXZCHWWVia90M7YICP,7
Denyce Graves,,-1
Big D & the Kids Table,,-1
The Happy Hour Band,,-1
Escuela Grind,75lXMXjUfNNbrBz6auGvvG,28
Chain Gang,5AObl9OjD4VBLsQd3dUkV3,30
Decayer,2uEEkcNT0D7EmVs2ebKe9i,23
Rigometrics,4fKqbHz3pfrJM5wvoh9hwa,13
Rubblebucket,6xriZDSK3wPXhOoZXr9fzF,41
Tōth,02nqs3YdfX7Th3gYTYFrqc,35
Hannah Mohan,5GqJOuLhkxeSvWuF92miM5,16
Tower of Power,0JCxGVxsISZzJHJPUOtceB,47
Sourblood,7FJVHornCTfB4LyLtxE6s8,6
Night Cap,0d4OObbLXdSSO2suAeC4jk,41
The Emo Band,,-1
La Santa Cecilia,2FZrEn80eCoWrrkGXPLF0v,47
Lucinda Williams,60ht0hWRy1yjUDfNsLuHuP,50
Il Volo,0dE9ooTNz8iEKIKItRI66t,59
Kerry King,6r1McS7CU46TsVEh1ckGuH,40
Kap Bambino,2EsL7l54h5MZm34uFVsRQi,34
Jason Narducy,,-1
Dave Hill,1RSnd1hTcidNEZ1MW3pJtF,11
Stanley Jordan,2mBoEYescv3YHDG5rH6uKd,29
Fantasyluv,0ADXdLkKzHptTccz47JK2r,11
Pete Yorn,5l2EAkfckNPYZbEDbQtEkO,46
Bear Grillz,04vdWVjgi45nrMAxeCEVQe,40
Matroda,45lcbTsX07JWzmTIjcdyBz,58
thankyoukeanu,,-1
Fulton Lee,5CAvR9koH16JpcoTxUoeyS,48
Laila Biali,6ioJTe2wSpFulE39iP818I,24
John Ellis,2eV4AkEzXeZJ4Rnb3lecaJ,17
Wax,,-1
Holden Miller,1SsWCyijEv548QDkKcclDG,34
Wednesday 13,6Cvzf33JDzCIw2eJU8npQo,42
The Freeze,3w5TBW0xZ40VkbrIArca4J,17
Giovannie & The Hired Guns,,-1
Old Crow Medicine Show,4DBi4EYXgiqbkxvWUXUzMi,53
Imani Graham,3z3RfAKT2rmzCfPoXSKfEA,31
Snakehips,2FwJwEswyIUAljqgjNSHgP,59
Poison I.V. – A Tribute to Poison,,-1
The Broken Hearts: Ultimate Tom Petty Tribute,,-1
Dixon Dallas,2xmmjD4GfeJ5BRueLvPqec,51
Club 90's Bad Bunny Night,,-1
hololive English,,-1
Half Dollar Rodeo,,-1
Logan Hogue,6W88Q5v1bRRIws7Kka5Z9s,10
Journey From The Heart,,-1
Anne Gudrun,4CjmulKe83Ymzhud7vD0i5,50
Monica Naranjo,0zGM73sadbAOBLev02P8LO,61
Driveways,4OuSiJSnuRsK0dTM0dtm1R,49
Eternal Boy,5JpyqSzrSwDUKtySzVsYHh,21
Good Terms,6L1oTvVHQOHmsmoVewQpuB,36
Maryjo,0vrkFURkjz4LXF8QDq36fb,0
El Paso Symphony Orchestra,,-1
MarchFourth,3MjBtwsaBk04aIZzqOc1Tp,28
Subliminal Doubt: A Tribute To No Doubt And Gwen Stefani,,-1
Marty Friedman,5czW6bitDSKbNBNDizRT9p,40
Blink 180-True,,-1
Billy Raffoul,5gw5ANPCVcxU0maLiGRzzP,57
Madelline,7t6dcfG1BhMh3LTAXhxmeL,48
EMELINE,4S38gbKfKkEbty2YAIDIlV,58
Beks,3yPTH9Cm5CqJUBvZ2PIOVW,29
Chimbala,4VVEpEhC8NcR7AqNEds42U,66
The Molly Ringwalds,4pMxARbKRmoQwjXq1wTtX7,15
Dirt Monkey,5dNqUwGTZcQQ09ecTKkCGH,39
Green Jelly,6dyxkRwYuTw6ezj1tjC2rY,35
Theodis Ealey,5wxu3Jfe984jGPJrM18Txg,30
Live in the Flesh Band,,-1
Edith Marquez,,-1
The Rocket Summer,3Uqc6c1DUPkyUQSeatexYU,34
Mae,,-1
Adore Delano,3tdsh4B7GuigHI4vPtUs87,31
Nettspend,2jl4qd6UbzeCmImT4nWbtA,65
Magic Beans,,-1
Dizgo,5yHeuBSsacgKk0X6fzDfHj,23
CalledOut Music,3VY7IlU2547DIC1ca88lRH,52
Sue Foley,6bp17u6Ya0RGnEobNVGvwS,32
Sons of Silver,3krcOKxWDgI3CmiPMiOvQO,29
Friko,5HViQsHNdOovxKa420CPGR,38
Peel Dream Magazine,0Un1afF0WG8Eh94e1NqOEd,43
Ana Popovic,5kPUAJihniO5WfEfbOCjLf,43
The Bouncing Souls,3mvTAjG7rcyk7DQzLwauzV,47
Hot Water Music,4dmaYARGTCpChLhHBdr3ff,45
Cody Nilsen,44rTN8D4ZEdXma7lI4T84y,1
The Astronomers,3jx7HGyoa2APekVbiXZvFh,46
Kyle Hume,0p3tzEAt0XWrBqbrwBoN1I,61
Dead Meat,638f8U656HGN4sWC23AfZf,2
The Stylistics,2O0Hw1WSMbskB5tD9aWah3,56
Municipal Waste,2Ah9OuOj7B57gPD1cbwiaE,49
Alien Weaponry,2vov4zolAP7zbIhB5CsIPm,44
David Gray,7J2lZBANizgPNfUzux31PV,64
Sierra Spirit,1IpkMILxQQ6fXFxHsolyFR,24
The Rescues,28xUSGD80Bh3CuLlg0GVqf,29
Mr. Kitty,,-1
Georgi,,-1
Lime Cordiale,6yrtCy4XJHXM6tczo4RlTs,59
Nikki Stringfield,3Akc6n4EOh6Zq9ppbtvBDa,9
Patrick Kennison,3uKtUB0k5TH30fpvgR8Huj,6
SPIRIT OF THE BEEHIVE,25CgccXK9hJBTuaMF44zeR,41
Polo Perks,1LpRbnPSC0apn5UNJZhKW8,4
Jeremy Sole,,-1
Garth Trinidad,63FZvJL2rpiB3rNRRUe6KV,0
Ace Frehley,62olK5zZHSgFUXGDykgBL8,44
The Iron Maidens,2bb97mSGnF818Xcb86ewt7,4
Lilly Hiatt,0bDtDHLE3cBlqZxyLUDf90,32
Suzie Chism,2i8wNxnyKNWECXewBbNoEt,3
Tyvek,7azK2z2ta4tYMqDmrSOBBe,9
Left Lane Cruiser,2sJLswTuwPwm9Y1tMC4erf,38
Beck,3vbKDsSS70ZX9D2OcvbZmS,65
Neal Francis,2e5y5Gs5lgnDmiY4TKLsq3,43
We Are Carnaval,,-1
Harmonia Do Samba,,-1
Sarah Jakes Roberts,5HQGdkPEBq3bYEMmNldxjN,0
Steely Dead,,-1
Devin Kay & the Solutions,,-1
Dollar Signs,,-1
Tiny Stills,,-1
New Junk City,4kcvkXddIYZxnvLue1uPOM,33
Ana Barbara,,-1
Ovlov,2Iy7tZpp5qQudlg5cbcgH8,42
Broken Record,4VqGHc4GFnmlijrBjzUy47,3
Cherry Spit,,-1
Pernikoff Brothers,6qKFxJDcIZXeUjOvH6nt4R,13
Esther Rose,2oHUiSQkf9M1TELQvNJJPs,40
Stephen Wilson Jr.,4DSDa4HvAWqvb3dMHUOAfd,59
Wasiu,,-1
Trombone Shorty & Orleans Avenue,,-1
Tank and the Bangas,5cAtakaadWHJLxmGKrKcX7,41
Machinedrum,06xa1OLBsMQJFXcl2tQkH4,46
Banda La Adictiva,,-1
Diana Reyes,5bY76TkueuNA4eqIm67Pkz,42
Los Primos De Durango,,-1
Snow Tha Product,3p3jPcp8b7WL9XYj4xlsWj,60
Jann,61mjebytLODtxAOS9ULCmb,53
The Ultimate Doors,,-1
GorillaT,3zcOegUrWqti1S0lu4juJz,37
Twopercent,4Gm9RrVjqWXfS1ew8UeAT8,17
Dream Takers,320SOyq9aq6vAz2vP1un4m,6
Fraxure,6cMgWelUcYyTJs1UZBYc9o,2
La Arrolladora Banda Limón,,-1
